dataset,method_key,method,retention,retention_kind,image_id,question_id,question,prediction,ground_truth,correct,generated_tokens,selector_ms,ssd_read_ms,scatter_ms,prepare_ms,prefill_ms,ttft_ms,decode_ms,e2e_latency_ms,ssd_read_bytes,ssd_read_chunks,ssd_preads,chunk_io_ms,hook_ms,n_chunks_selected,n_chunks_total,touched_chunk_fraction,logical_kv_ratio,fallback_rate
gqa,fullload,FullLoad,1.0,full,n355567,201751701,Is the clock to the right of the lady near the tennis ball?,Yes,"[""yes""]",1.0,2,,471.93310398142785,,,723.4848919906653,733.4381950204261,19.806666008662432,753.2448610290885,1124073472,2176,64,,670.5306168878451,,,1.0,0.2462686567164179,0.0
gqa,recompute,ReComp,,none,n355567,201751701,Is the clock to the right of the lady near the tennis ball?,Yes,"[""yes""]",1.0,2,,0.0,,,810.3070450015366,810.3684490197338,20.02852997975424,830.396978999488,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n355567,201751701,Is the clock to the right of the lady near the tennis ball?,Yes,"[""yes""]",1.0,2,,441.1565422778949,,,787.9152949899435,794.3422319949605,50.798761018086225,845.1409930130467,907280384,2724,134,,724.6236041537486,,,0.7518382352941176,0.2462686567164179,0.1875
gqa,static_diverse_chunk@25,Static+Diverse,0.25,chunk,n355567,201751701,Is the clock to the right of the lady near the tennis ball?,Yes,"[""yes""]",1.0,2,10.271137987729162,230.7661828235723,40.22309323772788,309.84911404084414,37.1377159608528,347.03657298814505,19.759361050091684,366.79593403823674,281018368,512,273,253.50930594140664,0.0,8.0,34,0.23529411764705882,0.23880597014925373,0.0
gqa,static_diverse_chunk@50,Static+Diverse,0.5,chunk,n355567,201751701,Is the clock to the right of the lady near the tennis ball?,Yes,"[""yes""]",1.0,2,20.817564916796982,395.19149099942297,87.5756980967708,577.1382200182416,42.22215199843049,619.4322949741036,19.334265030920506,638.7665600050241,578289664,1088,321,461.84736787108704,0.0,17.0,34,0.5,0.4925373134328358,0.0
gqa,fullload,FullLoad,1.0,full,n355567,201751740,Does the person to the left of the lady look happy and modern?,Yes,"[""yes""]",1.0,2,,526.6813390189782,,,833.1706000026315,839.5158089697361,24.284738989081234,863.8005479588173,1124073472,2176,64,,757.6231059501879,,,1.0,0.2462686567164179,0.0
gqa,recompute,ReComp,,none,n355567,201751740,Does the person to the left of the lady look happy and modern?,Yes,"[""yes""]",1.0,2,,0.0,,,494.6719520376064,494.69705403316766,19.39888601191342,514.0959400450811,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n355567,201751740,Does the person to the left of the lady look happy and modern?,Yes,"[""yes""]",1.0,2,,438.6229297379032,,,797.302141028922,803.656033007428,26.231930998619646,829.8879640060477,866385920,2644,140,,724.0796791156754,,,0.7150735294117647,0.2462686567164179,0.125
gqa,static_diverse_chunk@25,Static+Diverse,0.25,chunk,n355567,201751740,Does the person to the left of the lady look happy and modern?,Yes,"[""yes""]",1.0,2,14.860676135867834,241.04932806221768,51.03222490288317,342.62579295318574,42.23576799267903,384.9261669674888,20.263181009795517,405.18934797728434,281018368,512,273,270.6744937459007,0.0,8.0,34,0.23529411764705882,0.23880597014925373,0.0
gqa,static_diverse_chunk@50,Static+Diverse,0.5,chunk,n355567,201751740,Does the person to the left of the lady look happy and modern?,Yes,"[""yes""]",1.0,2,23.987403139472008,403.71637511998415,92.4324708757922,598.9450179622509,62.32775398530066,661.3434599712491,20.03183600027114,681.3752959715202,578289664,1088,321,475.32635170500726,0.0,17.0,34,0.5,0.4925373134328358,0.0
